Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE,Player ID
2026-01-27 23:01:56,13.484,oh95,48.696,14.418,7,10,0,4.179,22,48.696,0,0,9,11,56,115,2,3,0,177
2026-02-04 18:43:52,13.652,oh95,48.276,9.233,0,6,0,5.107,10,48.276,0,0,3,1,56,116,4,1,0,177
2026-02-07 19:14:36,13.356,oh95,49.405,14.295,4,18,1,4.217,28,49.405,0,0,7,18,83,168,2,4,0,177
2026-02-10 21:22:07,13.406,oh95,50.0,15.916,6,15,0,4.233,21,50,0,0,8,16,60,120,1,4,0,177
2026-01-27 23:01:56,13.116,Yolowolf75,50.35,11.091,3,19,0,4.653,24,50.35,0,0,5,8,72,143,1,3,1,181
2026-01-10 19:11:59,15.0,Math1234,63.309,17.33,3,7,0,4.148,35,63.309,0,0,11,19,88,139,3,1,1,194
2026-01-10 19:11:59,7.24,ShelterRin,27.174,3.812,0,3,1,5.28,2,27.174,0,0,0,2,25,92,2,3,0,217
2026-02-08 15:46:14,11.5,Dry,31.206,8.936,1,4,3,4.295,13,31.206,0,0,5,4,44,141,4,2,0,228
2026-01-06 20:54:30,8.335,yasashiikumo,27.2,5.392,1,4,1,4.794,9,27.2,0,0,2,2,34,125,3,2,0,241
2026-01-27 23:01:56,8.335,yasashiikumo,22.378,2.752,0,19,3,5.594,4,22.378,0,0,1,2,32,143,1,3,1,241
2026-01-06 20:54:30,12.247,Tvaz,38.835,9.537,1,7,0,4.225,15,38.835,0,0,3,7,40,103,0,5,0,263
2026-01-10 19:11:59,12.285,Tvaz,46.535,13.967,4,5,0,4.106,21,46.535,0,0,6,9,47,101,4,0,1,263
2026-01-15 20:25:44,12.247,Tvaz,44.853,11.323,1,11,0,4.213,26,44.853,0,0,6,8,61,136,3,3,0,263
2026-01-23 20:50:49,12.247,Tvaz,42.857,10.634,0,3,0,4.458,19,42.857,0,0,4,3,48,112,5,0,0,263
2026-01-27 23:01:56,12.285,Tvaz,51.049,12.364,5,19,0,4.534,26,51.049,0,0,7,12,73,143,1,3,1,263
2026-02-04 18:43:52,13.282,Tvaz,47.934,13.794,2,4,0,4.293,19,47.934,0,0,7,4,58,121,1,4,0,263
2026-02-07 19:14:36,13.137,Tvaz,47.682,13.861,4,16,0,4.361,24,47.682,0,0,7,13,72,151,1,5,0,263
2026-02-10 21:22:07,12.687,Tvaz,43.269,14.226,5,7,0,4.156,18,43.269,0,0,9,5,45,104,3,2,0,263
2026-02-11 19:51:50,12.964,Tvaz,50.345,13.625,5,14,0,4.329,25,50.345,0,0,7,16,73,145,3,3,0,263
2026-01-10 19:11:59,18.416,civiltwlight,70.93,23.03,5,4,0,3.738,27,70.93,0,0,9,11,61,86,2,3,0,268
2026-01-28 15:08:23,18.947,civiltwlight,79.412,25.265,7,5,1,3.981,49,79.412,0,0,14,26,108,136,5,1,0,268
2026-01-31 18:49:14,18.416,civiltwlight,71.901,22.603,9,12,0,3.724,41,71.901,0,0,10,33,87,121,0,6,0,268
2026-02-04 18:43:52,18.28,civiltwlight,74.766,29.264,7,7,0,3.725,43,74.766,0,0,14,20,80,107,3,2,0,268
2026-01-28 15:08:23,12.85,Mami,45.455,12.217,3,8,0,4.369,23,45.455,0,0,6,11,65,143,4,2,0,274
2026-01-06 20:54:30,10.741,hmsuis,36.22,7.413,1,11,0,4.848,13,36.22,0,0,2,5,46,127,4,1,0,276
2026-01-15 20:25:44,10.741,hmsuis,42.647,9.098,0,11,0,4.552,17,42.647,0,0,4,7,58,136,3,3,0,276
