Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE
2026-01-02 08:00:50,7.4,Legitted,35.659,5.243,0,23,1,5.304,11,43.333,34.483,31.707,2,7,46,129,0,4,1
2026-01-02 08:00:50,8.887,chemist,32.456,7.643,1,20,1,4.216,20,32.143,44,16.667,2,8,37,114,4,1,0
2026-01-02 08:00:50,5.066,Lightning,29.412,3.234,0,5,0,5.4,0,50,25,25,0,0,10,34,1,0,0
2026-01-02 08:00:50,11.224,MahiruShiina,27.193,7.153,2,20,0,4.161,16,35.714,26,22.222,5,6,31,114,4,1,0
2026-01-02 08:00:50,4.44,mahzrunner,27.027,6.088,2,6,1,4.65,7,28.571,24.39,31.579,3,1,20,74,2,2,0
2026-01-02 08:00:50,6.044,Jakemonkey,26.415,5.765,2,5,1,4.357,10,42.857,14.815,35.484,4,3,28,106,1,3,1
2026-01-02 08:00:50,5.605,BigSmo,25.926,3.739,0,11,0,5.214,7,50,17.544,25.806,0,3,28,108,3,2,0
2026-01-02 08:00:50,4.715,AnnaYanami,25.581,2.041,0,23,1,6.121,1,46.667,17.241,21.951,1,0,33,129,0,4,1
2026-01-02 08:00:50,6.146,kabao,25.439,5.154,0,20,0,4.552,13,46.429,20,16.667,5,2,29,114,4,1,0
2026-01-02 08:00:50,6.126,FeyFey,24.138,3.205,2,11,1,5.75,5,29.412,16.981,31.034,3,0,28,116,3,1,1
2026-01-02 08:00:50,5.489,Neumann,19.811,3.587,0,5,0,4.714,9,33.333,9.259,29.032,2,1,21,106,1,3,1
2026-01-02 08:00:50,2.585,VuhrCulls,18.121,2.075,0,12,0,5.63,4,23.256,11.667,21.739,0,2,27,149,2,2,1
2026-01-02 08:00:50,2.104,Gabetin,17.241,2.123,2,11,3,6.05,2,23.529,13.208,17.241,3,0,20,116,3,1,1
2026-01-02 08:00:50,3.687,ranny,14.151,2.82,1,5,1,4.8,4,28.571,11.111,9.677,3,0,15,106,1,3,1
2026-01-02 08:00:50,0.985,FoopyPoopy,8.054,0.662,0,12,5,6.333,1,13.953,6.667,4.348,1,0,12,149,2,2,1
,,,,,,,,,,,,,,,,,,,
2026-01-02 13:57:28,23.357,Eryth,71.277,30.908,17,9,0,3.03,42,77.273,77.083,54.167,21,18,67,94,3,2,0
2026-01-02 13:57:28,16.246,civiltwlight,51.136,15.063,3,11,0,4.156,23,77.273,53.333,19.048,10,11,45,88,3,2,0
2026-01-02 13:57:28,16.213,Thaleko,46.903,13.122,6,23,0,4.245,23,61.538,41.509,44.118,6,11,53,113,2,3,0
2026-01-02 13:57:28,15.658,Diukes,45.455,14.341,4,11,0,4.075,21,40.909,55.556,28.571,9,9,40,88,3,2,0
2026-01-02 13:57:28,18.187,accelerator11,45.263,14.183,5,13,1,3.907,20,70,36.957,41.379,8,8,43,95,4,1,0
2026-01-02 13:57:28,12.269,md22,44.444,9.268,3,22,1,4.75,16,58.974,35.088,43.59,6,7,60,135,1,4,0
2026-01-02 13:57:28,11.503,Chata,43.158,13.587,7,13,0,4,18,55,45.652,31.034,9,9,41,95,4,1,0
2026-01-02 13:57:28,11.809,beautiful,40,7.618,2,22,0,4.907,14,56.41,38.596,25.641,2,9,54,135,1,4,0
